package_id,customer_id,customer_type,delivery_date,delivery_days,package_value,package_weight_kg,delivery_cost,region,zone,provider,shipping_type,is_peak_season,is_profitable
PKG000220,CUST0802,nuevo,2024-11-20,12.8,0.25,1.32,4.4,Ucayali,Oriente,RapidBox,Normal,1,0
PKG000221,CUST1192,frecuente,2024-11-09,2.3,0.4,1.2,1.82,Ica,Sur,RapidBox,Normal,1,0
PKG000222,CUST1495,frecuente,2024-02-27,4.0,3.15,1.34,2.09,Ica,Sur,RapidBox,Normal,0,0
PKG000223,CUST1276,nuevo,2024-08-12,4.9,2.95,1.17,4.0,Lima,Centro,PerúGo,Normal,0,0
PKG000224,CUST1015,premium,2024-06-10,2.9,2.54,1.16,4.29,Apurímac,Sur,LogisticX,Normal,0,0
PKG000225,CUST0514,nuevo,2024-05-28,0.6,1.36,2.2,4.34,Piura,Norte,LogisticX,Normal,0,0
PKG000226,CUST0389,nuevo,2024-12-28,1.9,4.37,3.6,2.3,Loreto,Oriente,RapidBox,Normal,1,1
PKG000227,CUST1894,frecuente,2024-08-27,2.8,0.84,0.92,2.14,Lima,Centro,FastCargo,Normal,0,0
PKG000228,CUST1051,nuevo,2024-12-18,4.7,4.75,0.57,3.98,Pasco,Centro,RapidBox,Normal,1,0
PKG000229,CUST0941,frecuente,2024-11-16,2.1,2.26,1.24,3.74,Ucayali,Oriente,RapidBox,Normal,1,0
PKG000230,CUST1108,frecuente,2024-12-06,0.7,0.69,1.04,1.6,Apurímac,Sur,EnvíaloYa,Normal,1,0
PKG000231,CUST0607,nuevo,2024-11-01,2.4,1.63,1.74,1.79,Lima,Centro,PerúGo,Normal,1,0
PKG000232,CUST0456,nuevo,2024-11-10,1.5,2.52,2.27,2.33,Cajamarca,Norte,LogisticX,Normal,1,0
PKG000233,CUST1592,premium,2024-10-27,1.4,0.78,0.57,1.84,Tacna,Sur,EnvíaloYa,Normal,0,0
PKG000234,CUST1255,nuevo,2024-04-29,5.8,0.68,2.1,1.79,Huancavelica,Sierra,PerúGo,Normal,0,0
PKG000235,CUST1404,nuevo,2024-11-28,1.8,2.16,7.52,3.72,Ica,Sur,RapidBox,Normal,1,0
PKG000236,CUST0414,nuevo,2024-06-20,4.7,0.96,1.82,1.94,Lima,Centro,PerúGo,Normal,0,0
PKG000237,CUST0290,frecuente,2024-01-15,4.0,2.31,1.7,2.17,Piura,Norte,FastCargo,Express,0,0
PKG000238,CUST0549,nuevo,2024-11-18,0.5,0.57,1.32,2.31,Huancavelica,Sierra,RapidBox,Express,1,0
PKG000239,CUST0333,nuevo,2024-04-18,1.2,1.38,1.75,2.06,Arequipa,Sur,RapidBox,Normal,0,0
PKG000240,CUST1014,frecuente,2024-12-24,2.8,1.99,2.71,3.59,Cusco,Sur,PerúGo,Express,1,0
PKG000241,CUST0096,frecuente,2024-12-26,2.8,1.43,2.64,2.08,Cusco,Sur,RapidBox,Express,1,0
PKG000242,CUST1207,frecuente,2024-12-21,0.6,1.28,4.43,3.88,La Libertad,Norte,FastCargo,Normal,1,0
PKG000243,CUST1753,nuevo,2024-08-13,4.5,0.98,1.41,3.77,Lima,Centro,PerúGo,Normal,0,0
PKG000244,CUST1155,nuevo,2024-01-10,2.5,2.55,5.23,1.94,Piura,Norte,EnvíaloYa,Normal,0,0
PKG000245,CUST1662,frecuente,2024-12-23,5.5,0.81,3.05,1.87,Junín,Centro,FastCargo,Normal,1,0
PKG000246,CUST0056,nuevo,2024-09-18,0.7,0.44,1.02,1.82,Lima,Centro,PerúGo,Express,0,0
PKG000247,CUST1411,nuevo,2024-12-27,2.3,0.23,1.36,1.59,Lima,Centro,LogisticX,Express,1,0
PKG000248,CUST0742,frecuente,2024-12-27,2.2,2.36,1.8,2.02,Lima,Centro,FastCargo,Normal,1,0
PKG000249,CUST1446,frecuente,2024-12-14,3.1,1.22,2.28,3.66,Ayacucho,Sur,FastCargo,Normal,1,0
PKG000250,CUST0619,premium,2024-06-28,0.5,31.07,1.38,1.84,Lima,Centro,PerúGo,Normal,0,1
PKG000251,CUST1271,nuevo,2024-08-22,3.2,0.38,1.65,1.45,Lambayeque,Norte,RapidBox,Normal,0,0
PKG000252,CUST1098,premium,2024-12-13,3.9,0.34,1.3,1.81,Lima,Centro,FastCargo,Normal,1,0
PKG000253,CUST0312,frecuente,2024-07-12,5.1,0.68,2.78,2.11,Apurímac,Sur,PerúGo,Express,0,0
PKG000254,CUST1506,nuevo,2024-04-13,2.5,1.64,0.92,4.41,Lima,Centro,PerúGo,Normal,0,0
PKG000255,CUST0860,frecuente,2024-11-07,1.0,4.27,3.76,4.25,Lambayeque,Norte,FastCargo,Normal,1,0
PKG000256,CUST0037,nuevo,2024-12-24,6.4,1.26,0.96,1.73,Tacna,Sur,PerúGo,Normal,1,0
PKG000257,CUST0529,nuevo,2024-11-24,4.4,0.31,1.75,4.28,Lima,Centro,FastCargo,Normal,1,0
PKG000258,CUST1148,premium,2024-11-09,1.6,0.54,1.95,3.71,Piura,Norte,FastCargo,Normal,1,0
PKG000259,CUST1042,frecuente,2024-02-29,3.5,1.16,2.96,4.06,Callao,Centro,EnvíaloYa,Normal,0,0
PKG000260,CUST1029,premium,2024-11-15,4.0,0.52,1.88,1.73,Lima,Centro,RapidBox,Normal,1,0
PKG000261,CUST1409,premium,2024-12-30,3.5,0.18,1.96,2.08,Cajamarca,Norte,FastCargo,Normal,1,0
PKG000262,CUST0836,nuevo,2024-03-26,5.5,1.1,2.35,2.24,Cusco,Sur,LogisticX,Normal,0,0
PKG000263,CUST0155,nuevo,2024-11-03,2.1,6.82,1.31,4.44,Cusco,Sur,FastCargo,Normal,1,0
PKG000264,CUST1868,frecuente,2024-12-17,0.9,0.26,0.96,3.55,Arequipa,Sur,FastCargo,Normal,1,0
PKG000265,CUST0172,premium,2024-11-30,3.5,0.57,4.02,2.12,Lima,Centro,FastCargo,Normal,1,0
PKG000266,CUST1744,premium,2024-11-25,5.2,1.34,2.23,2.49,Lima,Centro,FastCargo,Normal,1,0
PKG000267,CUST0390,premium,2024-11-25,2.8,0.39,2.02,4.2,Ucayali,Oriente,FastCargo,Normal,1,0
PKG000268,CUST1458,frecuente,2024-08-07,0.8,1.07,0.74,1.67,Lima,Centro,FastCargo,Normal,0,0
PKG000269,CUST0979,frecuente,2024-06-28,2.5,0.34,6.25,3.47,Ancash,Centro,RapidBox,Normal,0,0
PKG000270,CUST0790,frecuente,2024-12-08,2.7,0.91,0.95,1.06,Lima,Centro,FastCargo,Normal,1,0
PKG000271,CUST1834,frecuente,2024-12-08,2.0,0.36,0.83,3.37,Lima,Centro,RapidBox,Express,1,0
PKG000272,CUST0686,nuevo,2024-12-15,3.2,0.15,0.72,2.39,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000273,CUST1839,frecuente,2024-12-21,1.4,1.04,0.42,1.43,Lima,Centro,FastCargo,Normal,1,0
PKG000274,CUST0765,nuevo,2024-11-02,3.6,0.66,3.35,1.72,Arequipa,Sur,LogisticX,Normal,1,0
PKG000275,CUST0760,frecuente,2024-11-01,0.5,0.2,1.43,3.87,Huancavelica,Sierra,EnvíaloYa,Express,1,0
PKG000276,CUST1160,premium,2024-12-07,3.9,0.81,1.54,4.3,Ica,Sur,EnvíaloYa,Normal,1,0
PKG000277,CUST1887,nuevo,2024-11-19,3.9,4.22,1.81,1.61,Puno,Sur,PerúGo,Normal,1,1
PKG000278,CUST0397,nuevo,2024-11-25,2.6,0.25,1.47,1.62,Lima,Centro,EnvíaloYa,Express,1,0
PKG000279,CUST0304,premium,2024-12-07,2.1,1.22,1.81,3.57,La Libertad,Norte,EnvíaloYa,Normal,1,0
PKG000280,CUST0522,frecuente,2024-12-18,1.1,0.46,0.68,4.78,Junín,Centro,LogisticX,Normal,1,0
PKG000281,CUST0234,nuevo,2024-07-25,3.4,0.44,1.69,1.85,Lima,Centro,EnvíaloYa,Normal,0,0
PKG000282,CUST0632,nuevo,2024-08-17,5.3,0.27,0.94,1.93,Lima,Centro,PerúGo,Normal,0,0
PKG000283,CUST1442,frecuente,2024-02-27,0.7,0.55,1.26,1.46,Ica,Sur,RapidBox,Normal,0,0
PKG000284,CUST0011,nuevo,2024-11-10,1.0,0.42,2.69,3.92,Lima,Centro,RapidBox,Normal,1,0
PKG000285,CUST1119,nuevo,2024-01-22,0.5,0.29,1.26,4.08,Ancash,Centro,LogisticX,Normal,0,0
PKG000286,CUST1027,nuevo,2024-10-11,2.8,1.13,3.73,2.05,Lima,Centro,LogisticX,Normal,0,0
PKG000287,CUST1734,nuevo,2024-11-06,1.7,1.45,1.7,3.91,Lima,Centro,RapidBox,Normal,1,0
PKG000288,CUST0555,frecuente,2024-06-23,0.5,0.82,1.57,2.08,Ayacucho,Sur,RapidBox,Express,0,0
PKG000289,CUST1747,frecuente,2024-11-12,3.1,0.4,1.71,4.16,Lima,Centro,RapidBox,Express,1,0
PKG000290,CUST0162,frecuente,2024-01-19,8.2,0.14,2.24,2.07,Lima,Centro,EnvíaloYa,Normal,0,0
PKG000291,CUST1287,premium,2024-01-23,1.1,0.62,0.85,4.39,Cajamarca,Norte,PerúGo,Normal,0,0
PKG000292,CUST1818,premium,2024-12-10,3.8,3.07,0.66,2.06,Callao,Centro,EnvíaloYa,Normal,1,0
PKG000293,CUST0388,frecuente,2024-08-07,7.1,0.31,1.84,4.07,Apurímac,Sur,PerúGo,Normal,0,0
PKG000294,CUST0025,nuevo,2024-03-18,2.9,0.35,0.44,2.2,Apurímac,Sur,EnvíaloYa,Normal,0,0
PKG000295,CUST1401,frecuente,2024-11-03,1.4,0.4,1.29,3.57,Lima,Centro,PerúGo,Normal,1,0
PKG000296,CUST0115,premium,2024-12-03,1.7,2.07,1.38,1.89,Lima,Centro,LogisticX,Normal,1,0
PKG000297,CUST0549,frecuente,2024-05-11,3.6,18.37,3.43,3.81,Lima,Centro,RapidBox,Normal,0,1
PKG000298,CUST1698,nuevo,2024-11-15,1.7,1.3,0.98,1.7,Cajamarca,Norte,EnvíaloYa,Normal,1,0
PKG000299,CUST1782,nuevo,2024-02-22,2.2,0.44,1.58,3.9,Arequipa,Sur,PerúGo,Normal,0,0
PKG000300,CUST0516,nuevo,2024-02-01,1.7,0.53,2.8,3.96,Arequipa,Sur,RapidBox,Normal,0,0
PKG000301,CUST0210,premium,2024-11-04,1.6,0.53,0.51,1.7,Junín,Centro,PerúGo,Normal,1,0
PKG000302,CUST0378,nuevo,2024-11-05,1.2,1.79,2.84,3.91,Lima,Centro,PerúGo,Normal,1,0
PKG000303,CUST1497,nuevo,2024-11-17,2.1,0.75,2.88,3.97,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000304,CUST0955,frecuente,2024-11-28,0.7,2.29,0.43,4.22,La Libertad,Norte,FastCargo,Normal,1,0
PKG000305,CUST1191,frecuente,2024-12-29,1.1,0.9,1.58,4.21,Arequipa,Sur,RapidBox,Normal,1,0
PKG000306,CUST1595,frecuente,2024-11-02,1.6,0.67,1.46,1.81,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000307,CUST1307,nuevo,2024-07-16,1.7,0.11,4.31,1.77,Tumbes,Norte,LogisticX,Normal,0,0
PKG000308,CUST1963,nuevo,2024-12-07,8.1,0.66,0.71,4.18,Lima,Centro,LogisticX,Normal,1,0
PKG000309,CUST1991,frecuente,2024-06-14,2.9,0.56,3.82,4.07,Loreto,Oriente,RapidBox,Normal,0,0
PKG000310,CUST0610,nuevo,2024-09-24,3.1,0.54,1.33,1.6,Ica,Sur,PerúGo,Express,0,0
PKG000311,CUST0018,nuevo,2024-02-17,5.2,0.78,1.45,4.46,Ancash,Centro,EnvíaloYa,Normal,0,0
PKG000312,CUST0109,nuevo,2024-01-16,4.8,0.47,2.17,2.2,Ucayali,Oriente,PerúGo,Normal,0,0
PKG000313,CUST0794,frecuente,2024-12-27,0.9,0.2,1.57,2.1,Lima,Centro,PerúGo,Normal,1,0
PKG000314,CUST1466,frecuente,2024-12-11,0.9,1.59,0.56,2.05,Piura,Norte,PerúGo,Normal,1,0
PKG000315,CUST1162,premium,2024-11-24,0.7,0.19,2.05,1.91,Lambayeque,Norte,PerúGo,Normal,1,0
PKG000316,CUST0595,frecuente,2024-09-06,5.5,0.17,1.07,3.77,Callao,Centro,RapidBox,Normal,0,0
PKG000317,CUST1135,nuevo,2024-04-15,3.9,0.09,2.87,1.66,Ica,Sur,RapidBox,Normal,0,0
PKG000318,CUST0519,frecuente,2024-04-05,4.3,2.35,1.92,2.0,Lima,Centro,FastCargo,Express,0,0
PKG000319,CUST1575,premium,2024-06-01,0.9,0.19,4.04,2.2,Tacna,Sur,LogisticX,Normal,0,0
PKG000320,CUST0178,premium,2024-11-07,1.6,0.39,1.95,4.37,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000321,CUST1394,frecuente,2024-11-27,3.8,0.39,0.91,1.75,San Martín,Oriente,RapidBox,Express,1,0
PKG000322,CUST0885,frecuente,2024-11-20,1.7,3.65,2.13,4.04,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG000323,CUST0911,nuevo,2024-06-19,1.3,1.42,3.05,4.15,Arequipa,Sur,LogisticX,Normal,0,0
PKG000324,CUST1345,nuevo,2024-12-26,0.8,1.02,2.81,3.5,Loreto,Oriente,PerúGo,Normal,1,0
PKG000325,CUST0306,nuevo,2024-11-30,5.1,0.44,1.49,2.41,Cajamarca,Norte,LogisticX,Normal,1,0
PKG000326,CUST1229,frecuente,2024-11-07,1.5,0.47,1.53,3.91,Piura,Norte,PerúGo,Express,1,0
PKG000327,CUST0098,nuevo,2024-11-14,1.9,0.29,3.56,1.81,Lima,Centro,LogisticX,Normal,1,0
PKG000328,CUST0470,nuevo,2024-09-12,2.9,1.3,2.5,2.09,Lima,Centro,RapidBox,Normal,0,0
PKG000329,CUST1753,frecuente,2024-05-31,1.4,1.3,2.54,1.68,Callao,Centro,EnvíaloYa,Normal,0,0
PKG000330,CUST1261,nuevo,2024-08-05,2.0,2.93,2.43,4.44,Lima,Centro,FastCargo,Normal,0,0
PKG000331,CUST0068,nuevo,2024-12-02,0.8,0.3,2.1,3.98,La Libertad,Norte,EnvíaloYa,Normal,1,0
PKG000332,CUST1497,nuevo,2024-01-09,1.7,1.27,2.56,2.36,Lambayeque,Norte,FastCargo,Normal,0,0
PKG000333,CUST1754,premium,2024-03-11,1.9,3.04,0.64,1.68,Lima,Centro,RapidBox,Normal,0,0
PKG000334,CUST0047,frecuente,2024-01-29,3.7,4.78,1.42,1.43,Lima,Centro,FastCargo,Normal,0,1
PKG000335,CUST0071,frecuente,2024-01-25,2.5,0.83,2.54,2.18,Piura,Norte,EnvíaloYa,Normal,0,0
PKG000336,CUST0296,nuevo,2024-12-14,3.3,0.34,2.36,4.49,La Libertad,Norte,PerúGo,Normal,1,0
PKG000337,CUST1931,premium,2024-11-25,0.5,0.64,0.88,1.3,Cusco,Sur,LogisticX,Normal,1,0
PKG000338,CUST0680,nuevo,2024-10-16,0.5,1.19,1.52,1.68,Lima,Centro,FastCargo,Normal,0,0
PKG000339,CUST0436,premium,2024-02-29,2.4,2.03,1.19,4.07,Puno,Sur,RapidBox,Express,0,0
PKG000340,CUST1398,nuevo,2024-10-26,1.6,1.19,1.18,4.47,Ancash,Centro,EnvíaloYa,Normal,0,0
PKG000341,CUST0370,premium,2024-10-15,2.4,5.14,3.79,3.99,Cusco,Sur,FastCargo,Normal,0,1
PKG000342,CUST0429,nuevo,2024-04-15,1.8,2.21,2.12,2.29,Cusco,Sur,EnvíaloYa,Normal,0,0
PKG000343,CUST1310,frecuente,2024-09-21,3.5,1.0,0.76,3.79,Lima,Centro,LogisticX,Normal,0,0
PKG000344,CUST0735,frecuente,2024-08-31,3.1,0.88,0.98,4.07,Piura,Norte,PerúGo,Express,0,0
PKG000345,CUST0183,nuevo,2024-11-15,1.6,0.3,1.18,1.96,Callao,Centro,FastCargo,Normal,1,0
PKG000346,CUST0208,frecuente,2024-11-17,1.9,0.37,0.55,4.61,La Libertad,Norte,RapidBox,Normal,1,0
PKG000347,CUST0457,frecuente,2024-01-28,3.3,1.66,0.7,1.74,Moquegua,Sur,FastCargo,Normal,0,0
PKG000348,CUST1825,frecuente,2024-08-16,3.1,0.25,0.65,2.15,Ica,Sur,FastCargo,Express,0,0
PKG000349,CUST1005,premium,2024-11-16,3.4,0.48,1.31,3.78,Lima,Centro,LogisticX,Express,1,0
PKG000350,CUST0373,premium,2024-11-01,3.9,0.1,1.37,1.69,Lima,Centro,EnvíaloYa,Express,1,0
PKG000351,CUST0190,frecuente,2024-12-14,0.8,0.31,1.06,1.72,Apurímac,Sur,RapidBox,Normal,1,0
PKG000352,CUST0945,premium,2024-11-20,1.6,2.03,1.47,4.15,Lima,Centro,LogisticX,Express,1,0
PKG000353,CUST0255,nuevo,2024-04-09,6.9,0.13,2.7,1.37,Ancash,Centro,LogisticX,Normal,0,0
PKG000354,CUST0063,premium,2024-02-13,4.0,1.28,0.99,2.25,Piura,Norte,EnvíaloYa,Normal,0,0
PKG000355,CUST0732,frecuente,2024-11-18,3.2,3.68,1.47,3.67,Lima,Centro,FastCargo,Express,1,0
PKG000356,CUST0303,nuevo,2024-01-17,2.8,0.86,1.09,4.19,Lima,Centro,LogisticX,Normal,0,0
PKG000357,CUST1532,nuevo,2024-11-11,3.1,8.46,5.41,4.17,La Libertad,Norte,EnvíaloYa,Normal,1,0
PKG000358,CUST1761,frecuente,2024-12-24,6.9,0.31,1.81,2.13,Lima,Centro,FastCargo,Normal,1,0
PKG000359,CUST1522,frecuente,2024-11-10,0.9,0.53,1.48,2.27,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000360,CUST1854,frecuente,2024-08-24,4.4,0.38,0.25,4.16,Ucayali,Oriente,EnvíaloYa,Normal,0,0
PKG000361,CUST1582,frecuente,2024-11-18,0.5,0.97,0.59,1.98,Cusco,Sur,PerúGo,Normal,1,0
PKG000362,CUST0876,nuevo,2024-10-06,2.9,2.01,2.39,1.95,Amazonas,Sierra,FastCargo,Express,0,0
PKG000363,CUST1081,frecuente,2024-11-06,3.9,0.74,1.65,4.28,La Libertad,Norte,PerúGo,Normal,1,0
PKG000364,CUST1837,nuevo,2024-12-24,0.8,2.45,0.73,1.84,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000365,CUST0084,nuevo,2024-08-23,1.7,0.27,0.83,1.88,Cusco,Sur,FastCargo,Normal,0,0
PKG000366,CUST1230,nuevo,2024-12-27,1.9,1.98,1.47,1.92,Arequipa,Sur,RapidBox,Normal,1,0
PKG000367,CUST0811,nuevo,2024-12-20,7.1,0.44,4.58,1.82,Lima,Centro,PerúGo,Express,1,0
PKG000368,CUST1263,frecuente,2024-04-29,2.0,0.27,1.04,3.63,Lambayeque,Norte,RapidBox,Normal,0,0
PKG000369,CUST1730,nuevo,2024-02-12,1.6,0.1,0.84,1.78,Lima,Centro,RapidBox,Express,0,0
PKG000370,CUST0709,nuevo,2024-03-02,4.5,0.26,1.5,3.64,Ica,Sur,PerúGo,Normal,0,0
PKG000371,CUST1190,frecuente,2024-01-12,0.9,0.18,2.92,3.62,Lima,Centro,LogisticX,Normal,0,0
PKG000372,CUST1443,frecuente,2024-02-27,3.7,0.35,1.46,3.67,Lima,Centro,EnvíaloYa,Normal,0,0
PKG000373,CUST1044,frecuente,2024-11-23,7.8,0.34,2.58,2.13,Junín,Centro,PerúGo,Normal,1,0
PKG000374,CUST1631,premium,2024-02-13,1.0,0.13,1.52,1.69,Ayacucho,Sur,PerúGo,Normal,0,0
PKG000375,CUST1864,nuevo,2024-07-13,0.8,0.21,2.98,1.95,Lima,Centro,FastCargo,Normal,0,0
PKG000376,CUST0772,nuevo,2024-12-13,6.4,0.37,2.51,2.4,Arequipa,Sur,RapidBox,Normal,1,0
PKG000377,CUST0466,nuevo,2024-01-15,5.3,5.94,2.24,3.94,Lima,Centro,LogisticX,Normal,0,0
PKG000378,CUST0854,frecuente,2024-12-09,3.6,0.4,2.54,3.98,Lima,Centro,PerúGo,Express,1,0
PKG000379,CUST1474,nuevo,2024-06-20,1.1,3.66,1.15,1.98,Lima,Centro,EnvíaloYa,Normal,0,0
PKG000380,CUST1982,nuevo,2024-03-13,2.3,0.15,1.09,2.25,Lima,Centro,FastCargo,Normal,0,0
PKG000381,CUST0370,frecuente,2024-11-25,3.1,0.17,0.55,3.84,Lima,Centro,RapidBox,Normal,1,0
PKG000382,CUST0800,nuevo,2024-11-16,1.6,1.08,2.19,1.9,Huancavelica,Sierra,RapidBox,Normal,1,0
PKG000383,CUST0322,frecuente,2024-12-17,10.2,1.1,4.65,4.07,La Libertad,Norte,EnvíaloYa,Normal,1,0
PKG000384,CUST1453,frecuente,2024-11-29,0.8,0.09,1.69,3.75,Lima,Centro,PerúGo,Normal,1,0
PKG000385,CUST0742,premium,2024-12-08,4.3,0.86,0.54,2.08,Cusco,Sur,FastCargo,Normal,1,0
PKG000386,CUST0292,nuevo,2024-06-21,3.7,0.42,1.13,1.94,Cajamarca,Norte,RapidBox,Normal,0,0
PKG000387,CUST0114,nuevo,2024-04-18,1.6,0.43,1.04,1.61,Callao,Centro,FastCargo,Normal,0,0
PKG000388,CUST0698,frecuente,2024-12-01,2.8,2.51,3.45,1.87,Piura,Norte,RapidBox,Express,1,0
PKG000389,CUST1014,premium,2024-12-08,3.5,0.03,1.04,1.52,Arequipa,Sur,EnvíaloYa,Normal,1,0
PKG000390,CUST1901,frecuente,2024-12-30,5.1,3.09,2.24,1.61,Lambayeque,Norte,LogisticX,Normal,1,1
PKG000391,CUST1373,nuevo,2024-09-08,2.5,1.4,1.64,3.99,Arequipa,Sur,PerúGo,Normal,0,0
PKG000392,CUST1479,frecuente,2024-08-14,1.3,2.97,1.63,3.86,Cusco,Sur,FastCargo,Express,0,0
PKG000393,CUST0147,nuevo,2024-12-04,0.6,8.87,0.65,2.52,Lima,Centro,EnvíaloYa,Express,1,0
PKG000394,CUST0392,frecuente,2024-07-26,1.9,1.32,1.65,3.84,Lima,Centro,LogisticX,Normal,0,0
PKG000395,CUST1017,frecuente,2024-12-23,1.3,1.31,2.06,2.36,Arequipa,Sur,LogisticX,Normal,1,0
PKG000396,CUST0311,premium,2024-12-14,5.6,0.51,2.5,3.26,Callao,Centro,LogisticX,Normal,1,0
PKG000397,CUST0625,frecuente,2024-09-18,3.6,1.16,2.81,2.34,Junín,Centro,FastCargo,Normal,0,0
PKG000398,CUST1537,frecuente,2024-12-01,1.0,3.9,3.39,4.05,Callao,Centro,EnvíaloYa,Normal,1,0
PKG000399,CUST1385,frecuente,2024-12-02,3.2,1.11,0.9,3.9,Callao,Centro,PerúGo,Normal,1,0
PKG000400,CUST1138,frecuente,2024-03-03,2.2,0.31,3.76,1.99,Lima,Centro,PerúGo,Normal,0,0
PKG000401,CUST1111,nuevo,2024-12-20,2.8,0.84,1.69,3.8,Callao,Centro,PerúGo,Normal,1,0
PKG000402,CUST1357,frecuente,2024-11-01,2.9,0.31,2.02,2.12,Lima,Centro,PerúGo,Normal,1,0
PKG000403,CUST0274,nuevo,2024-12-10,1.7,0.98,1.95,3.85,Loreto,Oriente,EnvíaloYa,Normal,1,0
PKG000404,CUST1658,frecuente,2024-07-14,2.1,0.13,2.08,1.35,San Martín,Oriente,FastCargo,Normal,0,0
PKG000405,CUST0828,premium,2024-12-19,4.0,0.3,1.18,3.88,Piura,Norte,EnvíaloYa,Express,1,0
PKG000406,CUST0700,frecuente,2024-08-25,6.5,0.28,3.82,2.22,Arequipa,Sur,RapidBox,Express,0,0
PKG000407,CUST1078,premium,2024-01-07,1.1,0.41,0.84,4.17,Apurímac,Sur,FastCargo,Normal,0,0
PKG000408,CUST0673,nuevo,2024-12-20,0.8,1.85,1.13,2.48,Ancash,Centro,EnvíaloYa,Normal,1,0
PKG000409,CUST0332,premium,2024-02-25,0.9,2.56,0.56,2.0,Piura,Norte,LogisticX,Normal,0,0
PKG000410,CUST0488,nuevo,2024-07-13,2.0,0.42,6.04,4.2,Callao,Centro,EnvíaloYa,Express,0,0
PKG000411,CUST0599,frecuente,2024-12-25,0.7,0.61,1.75,1.66,Ica,Sur,RapidBox,Normal,1,0
PKG000412,CUST1619,frecuente,2024-12-25,3.8,0.8,2.99,3.96,Apurímac,Sur,FastCargo,Normal,1,0
PKG000413,CUST0332,nuevo,2024-11-09,3.2,0.37,2.09,1.87,Loreto,Oriente,PerúGo,Normal,1,0
PKG000414,CUST1642,premium,2024-11-17,2.0,0.2,2.31,1.92,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000415,CUST0715,nuevo,2024-09-30,7.9,0.38,0.92,1.51,Puno,Sur,RapidBox,Normal,0,0
PKG000416,CUST0247,nuevo,2024-06-27,0.5,1.39,1.81,2.05,La Libertad,Norte,RapidBox,Normal,0,0
PKG000417,CUST0985,nuevo,2024-07-19,1.0,0.42,0.84,2.31,Piura,Norte,RapidBox,Normal,0,0
PKG000418,CUST0796,premium,2024-11-22,3.1,0.83,2.13,4.52,Lima,Centro,EnvíaloYa,Express,1,0
PKG000419,CUST0567,nuevo,2024-12-01,3.0,0.09,1.3,2.07,La Libertad,Norte,LogisticX,Express,1,0
PKG000420,CUST0872,nuevo,2024-12-06,9.3,0.6,1.07,2.26,Lima,Centro,PerúGo,Normal,1,0
PKG000421,CUST0215,nuevo,2024-12-06,1.2,0.27,0.95,4.25,Callao,Centro,EnvíaloYa,Normal,1,0
PKG000422,CUST0037,nuevo,2024-02-25,2.0,0.53,2.31,2.29,Piura,Norte,LogisticX,Normal,0,0
PKG000423,CUST1378,frecuente,2024-10-28,2.0,1.12,0.88,3.68,Amazonas,Sierra,EnvíaloYa,Normal,0,0
PKG000424,CUST1191,frecuente,2024-02-05,3.4,3.91,2.13,3.62,Loreto,Oriente,EnvíaloYa,Normal,0,0
PKG000425,CUST1351,frecuente,2024-11-07,2.1,0.78,1.42,1.83,Lambayeque,Norte,FastCargo,Normal,1,0
PKG000426,CUST0435,premium,2024-09-26,3.7,2.65,0.89,4.36,Lima,Centro,PerúGo,Normal,0,0
PKG000427,CUST0943,premium,2024-12-18,3.4,0.23,2.66,1.95,Arequipa,Sur,PerúGo,Normal,1,0
PKG000428,CUST1015,frecuente,2024-08-02,2.8,3.22,0.99,4.45,San Martín,Oriente,RapidBox,Normal,0,0
PKG000429,CUST0969,frecuente,2024-03-12,2.7,0.22,0.98,1.57,Callao,Centro,EnvíaloYa,Express,0,0
PKG000430,CUST1476,premium,2024-03-28,2.8,3.82,1.51,3.72,Pasco,Centro,FastCargo,Express,0,0
PKG000431,CUST0364,nuevo,2024-12-02,3.8,0.88,1.72,1.95,Piura,Norte,PerúGo,Normal,1,0
PKG000432,CUST1202,frecuente,2024-11-15,1.1,2.52,1.99,1.77,Lima,Centro,LogisticX,Normal,1,0
PKG000433,CUST0830,premium,2024-03-02,1.5,0.96,0.9,2.37,Lambayeque,Norte,LogisticX,Normal,0,0
PKG000434,CUST0442,frecuente,2024-02-21,1.2,0.08,0.95,2.14,Apurímac,Sur,FastCargo,Normal,0,0
PKG000435,CUST0973,frecuente,2024-11-25,0.7,0.23,0.98,2.3,Lima,Centro,LogisticX,Normal,1,0
PKG000436,CUST0844,frecuente,2024-02-14,11.1,0.17,1.38,4.41,Tumbes,Norte,RapidBox,Normal,0,0
PKG000437,CUST0034,premium,2024-12-10,2.1,0.52,3.19,3.86,Lima,Centro,EnvíaloYa,Normal,1,0
PKG000438,CUST0405,frecuente,2024-11-26,7.1,0.1,1.66,4.25,Loreto,Oriente,RapidBox,Normal,1,0
PKG000439,CUST0737,premium,2024-02-19,3.8,0.44,3.07,4.3,Lima,Centro,PerúGo,Normal,0,0
